Fuel Type,Body Type,Kilometers Driven,Transmission Type,Number of Owners,Manufacturer,Model,Model Year,Variant ID,Variant Name,Price,Location,Registration_Year,Insurance Validity,Seats,RTO,Engine Displacement,Transmission,Mileage,Engine,Max Power,Torque,Color,Engine Type,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Supply System,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Kerb Weight,Gross Weight,Gear Box,Drive Type,Steering Type,Front Brake Type,Rear Brake Type,Top Speed,Acceleration,Tyre Type,No Door Numbers,Cargo Volumn,Wheel Size,Alloy Wheel Size
Petrol,Hatchback,110000.0,Manual,3.0,Hyundai,Hyundai i20,2012.0,1642.0,1.2 Sportz,300000.0,bangalore,2012.0,Third Party insurance,5.0,KA53,1197.0,Manual,17.0,1197.0,80.0,11.44,Red,In-Line Engine,4.0,4.0,DOHC,MPFI,No,No,3940.0,1710.0,1505.0,2525.0,1020.0,1520.0,5.0,FWD,Power,Disc,Drum,172.0,12.96,"Tubeless,Radial",5.0,295.0,14.0,14.0
Petrol,Hatchback,29813.0,Manual,2.0,Maruti,Maruti Alto 800,2014.0,10327.0,VXI,276000.0,bangalore,2014.0,Comprehensive,5.0,KA53,796.0,Manual,22.05,796.0,47.33,69.0,Others,F8D Petrol Engine,3.0,4.0,Default,Default,Default,Default,3445.0,1515.0,1475.0,2360.0,762.0,1185.0,5.0,4WD,Power,Disc,Drum,172.0,12.9,Tubeless Tyres,5.0,350.0,16.0,16.0
Petrol,Hatchback,13345.0,Automatic,1.0,Maruti,Maruti Ignis,2020.0,5555.0,1.2 AMT Zeta BSIV,730000.0,bangalore,2020.0,Comprehensive,5.0,KA01,1197.0,Automatic,20.89,1197.0,81.8,113.0,White,1.2-Litre VVT Petrol Engine,4.0,4.0,SOHC,MPFI,No,No,3700.0,1690.0,1595.0,2435.0,855.0,1520.0,5.0,FWD,Electrical,Disc,Drum,172.0,13.69,"Tubeless,Radial",5.0,260.0,15.0,15.0
Petrol,Hatchback,75000.0,Manual,1.0,Hyundai,Hyundai Grand i10,2014.0,1549.0,Sportz,399000.0,bangalore,2014.0,Comprehensive,5.0,KA05,1197.0,Manual,18.9,1197.0,82.0,114.0,Grey,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3765.0,1660.0,1520.0,2425.0,935.0,1520.0,5.0,FWD,Power,Disc,Drum,165.0,12.9,Tubeless,5.0,256.0,16.0,16.0
Petrol,Hatchback,52571.0,Manual,1.0,Hyundai,Hyundai i20,2016.0,1482.0,Asta 1.2,627000.0,bangalore,2016.0,Comprehensive,5.0,KA53,1197.0,Manual,18.6,1197.0,81.83,114.7,Grey,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3985.0,1734.0,1505.0,2570.0,1066.0,1520.0,5.0,FWD,Power,Disc,Drum,170.0,13.2,Tubeless,5.0,295.0,16.0,16.0
Petrol,Hatchback,36359.0,Manual,1.0,Hyundai,Hyundai i20,2013.0,1654.0,Sportz 1.2,440000.0,bangalore,2013.0,Comprehensive,5.0,KA01,1197.0,Manual,18.5,1197.0,82.85,113.7,Blue,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3995.0,1710.0,1505.0,2525.0,1040.0,1520.0,5.0,FWD,Power,Disc,Drum,172.0,12.9,"Tubeless,Radial",5.0,350.0,14.0,14.0
Petrol,Hatchback,56010.0,Manual,1.0,Hyundai,Hyundai i20,2017.0,1481.0,Sportz 1.2,676000.0,bangalore,2017.0,Comprehensive,5.0,KA41,1197.0,Manual,18.6,1197.0,81.83,114.7,White,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3985.0,1734.0,1505.0,2570.0,1066.0,1520.0,5.0,FWD,Power,Disc,Drum,170.0,13.2,Tubeless,5.0,295.0,16.0,16.0
Petrol,Hatchback,10000.0,Automatic,1.0,Renault,Renault KWID,2020.0,7433.0,1.0 RXT AMT Opt,509999.0,bangalore,2020.0,Third Party insurance,5.0,KA50,999.0,Automatic,22.0,999.0,67.0,91.0,Others,Petrol Engine,3.0,4.0,DOHC,MPFi,No,No,3731.0,1579.0,1474.0,2422.0,750.0,1520.0,5.0,FWD,Electric,Disc,Drum,172.0,12.9,"Tubeless,Radial",5.0,279.0,16.0,16.0
Petrol,SUV,36916.0,Manual,1.0,Ford,Ford Ecosport,2018.0,6312.0,1.5 Petrol Titanium Plus BSIV,834000.0,bangalore,2018.0,Comprehensive,5.0,KA03,1497.0,Manual,17.0,1497.0,121.36,150.0,Others,Ti-VCT Petrol Engine,3.0,4.0,DOHC,Direct Injection,No,No,3998.0,1765.0,1647.0,2519.0,1274.0,1660.0,5.0,FWD,Power,Ventilated Disc,Drum,172.0,12.51,"Tubeless,Radial",4.0,352.0,16.0,16.0
Petrol,Hatchback,112795.0,Manual,1.0,Maruti,Maruti Swift,2012.0,10403.0,VXI,454000.0,bangalore,2012.0,Comprehensive,5.0,KA51,1197.0,Manual,22.38,1197.0,88.5,113.0,Silver,K Series Dual jet,4.0,4.0,Default,Default,Default,Default,3845.0,1735.0,1530.0,2450.0,23937.0,1335.0,5.0,FWD,Electric,Disc,Drum,172.0,12.9,"Radial, Tubeless",5.0,268.0,16.0,16.0
Petrol,MUV,120000.0,Manual,2.0,Toyota,Toyota Innova,2014.0,2295.0,2.0 VX (Petrol) 7 Seater,1100000.0,bangalore,2014.0,Third Party insurance,7.0,KA05,1998.0,Manual,11.4,1998.0,130.1,181.0,Others,1 TR-FE Petrol Engine,4.0,4.0,DOHC,Electronic Fuel Injection,No,No,4585.0,1760.0,1760.0,2750.0,1585.0,2220.0,5.0,RWD,Power,Ventilated Disc,Leading-Trailing Drum,172.0,12.9,"Tubeless,Radial",5.0,350.0,15.0,15.0
Petrol,Hatchback,36685.0,Manual,2.0,Honda,Honda Brio,2016.0,1188.0,S MT,462000.0,bangalore,2016.0,Comprehensive,5.0,KA05,1198.0,Manual,19.4,1198.0,86.8,109.0,Red,i-VTEC Engine,4.0,4.0,SOHC,PGM - Fi,No,No,3610.0,1680.0,1500.0,2345.0,925.0,1520.0,5.0,FWD,Power,Disc,Drum,164.0,14.5,"Tubeless,Radial",5.0,175.0,16.0,16.0
Petrol,Hatchback,32184.0,Automatic,2.0,Maruti,Maruti Baleno,2019.0,5920.0,1.2 CVT Alpha,843000.0,bangalore,2019.0,Third Party,5.0,KA03,1197.0,Automatic,21.4,1197.0,83.1,115.0,Silver,VVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3995.0,1745.0,1510.0,2520.0,935.0,1360.0,5.0,FWD,Power,Disc,Drum,180.0,12.36,"Tubeless,Radial",5.0,339.0,16.0,16.0
Petrol,Hatchback,59698.0,Manual,1.0,Hyundai,Hyundai i20,2015.0,1483.0,Asta Option 1.2,576000.0,bangalore,2015.0,Comprehensive,5.0,KA01,1197.0,Manual,18.6,1197.0,81.83,114.7,White,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3985.0,1734.0,1505.0,2570.0,1066.0,1520.0,5.0,FWD,Power,Disc,Drum,170.0,13.2,Tubeless,5.0,295.0,16.0,16.0
Diesel,SUV,46071.0,Manual,1.0,Renault,Renault Captur,2018.0,6104.0,1.5 Diesel Platine,949000.0,bangalore,2018.0,Comprehensive,5.0,KA42,1461.0,Manual,20.37,1461.0,108.45,240.0,Grey,K9K dCi Diesel Engine,4.0,4.0,DOHC,CRDi,Yes,No,4329.0,1813.0,1626.0,2673.0,1325.0,1520.0,6.0,FWD,Power,Disc,Drum,172.0,13.24,"Radial,Tubeless",5.0,392.0,17.0,17.0
Diesel,SUV,90000.0,Manual,1.0,Maruti,Maruti Vitara Brezza,2017.0,4299.0,ZDi,795000.0,bangalore,2017.0,Third Party insurance,5.0,KA03,1248.0,Manual,24.3,1248.0,88.5,200.0,Yellow,DDiS 200 Diesel Engine,4.0,4.0,DOHC,CRDi,Yes,No,3995.0,1790.0,1640.0,2500.0,1190.0,1680.0,5.0,FWD,Power,Ventilated Disc,Drum,172.0,12.36,"Tubeless,Radial",5.0,328.0,16.0,16.0
Petrol,SUV,9554.0,Manual,1.0,Hyundai,Hyundai Venue,2019.0,6945.0,SX Turbo BSIV,1085000.0,bangalore,2019.0,Third Party,5.0,KA04,998.0,Manual,18.27,998.0,118.35,171.6,Blue,Default,3.0,4.0,Default,GDi,Yes,Default,3995.0,1770.0,1605.0,2500.0,1340.0,1520.0,6.0,FWD,Power,Disc,Drum,172.0,12.9,Radial,5.0,350.0,16.0,16.0
Petrol,SUV,56211.0,Automatic,2.0,Ford,Ford Ecosport,2017.0,6089.0,1.5 Petrol Trend Plus AT BSIV,777000.0,bangalore,2017.0,Comprehensive,5.0,KA03,1497.0,Automatic,14.8,1497.0,121.36,150.0,Grey,Ti-VCT Petrol Engine,3.0,4.0,DOHC,Direct Injection,No,No,3998.0,1765.0,1647.0,2519.0,1296.0,1705.0,6.0,FWD,Power,Ventilated Disc,Drum,171.43,12.51,"Tubeless,Radial",4.0,352.0,16.0,16.0
Petrol,Hatchback,9001.0,Manual,1.0,Honda,Honda Jazz,2019.0,6504.0,V,753000.0,bangalore,2019.0,Comprehensive,5.0,KA04,1199.0,Manual,18.2,1199.0,88.7,110.0,White,i-VTEC Petrol Engine,4.0,4.0,SOHC,PGM - Fi,No,No,3955.0,1694.0,1544.0,2530.0,1042.0,1520.0,5.0,FWD,Power,Disc,Drum,172.0,13.7,"Tubeless,Radial",5.0,354.0,15.0,15.0
Petrol,Hatchback,23682.0,Manual,1.0,Honda,Honda Jazz,2017.0,1339.0,1.2 V i VTEC,725000.0,bangalore,2017.0,Comprehensive,5.0,KA53,1199.0,Manual,18.7,1199.0,88.7,110.0,Red,i-VTEC Petrol Engine,4.0,4.0,SOHC,PGM - Fi,No,No,3955.0,1694.0,1544.0,2530.0,1044.0,1520.0,5.0,FWD,Power,Disc,Drum,172.0,13.7,"Tubeless,Radial",5.0,354.0,15.0,15.0
Petrol,Sedan,96567.0,Manual,2.0,Maruti,Maruti Swift Dzire,2013.0,10244.0,VXI,447000.0,bangalore,2013.0,Comprehensive,5.0,KA53,1197.0,Manual,22.41,1197.0,88.5,113.0,Blue,Default,4.0,4.0,Default,Default,Default,Default,3995.0,1735.0,1515.0,2450.0,28947.0,1335.0,5.0,FWD,Electric,Disc,Drum,172.0,12.9,"Tubeless, Radial",4.0,378.0,16.0,16.0
Petrol,Hatchback,34000.0,Manual,1.0,Honda,Honda Jazz,2018.0,1341.0,1.2 VX i VTEC,745000.0,bangalore,2018.0,Comprehensive,5.0,KA02,1199.0,Manual,18.7,1199.0,88.7,110.0,Maroon,i-VTEC Petrol Engine,4.0,4.0,SOHC,PGM - Fi,No,No,3955.0,1694.0,1544.0,2530.0,1042.0,1520.0,5.0,FWD,Power,Disc,Drum,172.0,13.7,"Tubeless,Radial",5.0,354.0,15.0,15.0
Petrol,Hatchback,70000.0,Manual,2.0,Honda,Honda Brio,2013.0,1188.0,S MT,330000.0,bangalore,2013.0,Third Party insurance,5.0,KA04,1198.0,Manual,19.4,1198.0,86.8,109.0,Red,i-VTEC Engine,4.0,4.0,SOHC,PGM - Fi,No,No,3610.0,1680.0,1500.0,2345.0,925.0,1520.0,5.0,FWD,Power,Disc,Drum,164.0,14.5,"Tubeless,Radial",5.0,175.0,16.0,16.0
Petrol,Hatchback,17624.0,Manual,1.0,Maruti,Maruti Baleno,2017.0,3970.0,1.2 Alpha,869000.0,bangalore,2018.0,Comprehensive,5.0,KA05,1197.0,Manual,21.4,1197.0,83.1,115.0,White,VVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3995.0,1745.0,1510.0,2520.0,890.0,1340.0,5.0,FWD,Power,Disc,Drum,180.0,12.36,"Tubeless,Radial",5.0,339.0,16.0,16.0
Petrol,SUV,49690.0,Manual,2.0,Ford,Ford Ecosport,2018.0,7350.0,1.5 Petrol Titanium,1025000.0,bangalore,2018.0,Third Party insurance,5.0,KA20,1496.0,Manual,15.9,1496.0,120.69,149.0,Blue,Ti-VCT Petrol Engine,3.0,4.0,DOHC,Direct Injection,No,No,3998.0,1765.0,1647.0,2519.0,1225.0,1660.0,5.0,FWD,Electric,Ventilated Disc,Drum,172.0,12.9,"Tubeless,Radial",4.0,352.0,16.0,16.0
Petrol,Sedan,50000.0,Manual,1.0,Fiat,Fiat Linea,2009.0,768.0,Emotion Pack,375000.0,bangalore,2009.0,Third Party insurance,5.0,KA03,1368.0,Manual,16.0,1368.0,90.0,115.0,Gray,Front Wheel Drive,4.0,4.0,DOHC,Default,Yes,No,4560.0,1730.0,1487.0,2450.0,1240.0,1520.0,5.0,Front Wheel Drive,Power,Ventilated Disc,Drum,165.0,12.9,"Tubeless,Radial",4.0,350.0,15.0,15.0
Petrol,Sedan,50000.0,Manual,1.0,Fiat,Fiat Linea,2009.0,768.0,Emotion Pack,375000.0,bangalore,2009.0,Third Party insurance,5.0,KA03,1368.0,Manual,16.0,1368.0,90.0,115.0,Gray,Front Wheel Drive,4.0,4.0,DOHC,Default,Yes,No,4560.0,1730.0,1487.0,2450.0,1240.0,1520.0,5.0,Front Wheel Drive,Power,Ventilated Disc,Drum,165.0,12.9,"Tubeless,Radial",4.0,350.0,15.0,15.0
Petrol,SUV,55702.0,Automatic,1.0,Ford,Ford Ecosport,2018.0,6088.0,1.5 Petrol Titanium Plus AT BSIV,844000.0,bangalore,2018.0,Comprehensive,5.0,KA03,1497.0,Automatic,14.8,1497.0,121.36,150.0,Silver,Ti-VCT Petrol Engine,3.0,4.0,DOHC,Direct Injection,No,No,3998.0,1765.0,1647.0,2519.0,1320.0,1705.0,6.0,FWD,Power,Ventilated Disc,Drum,171.43,12.51,"Tubeless,Radial",4.0,352.0,16.0,16.0
Diesel,Hatchback,94695.0,Manual,1.0,Maruti,Maruti Baleno,2016.0,3968.0,1.3 Alpha,684000.0,bangalore,2016.0,Third Party insurance,5.0,KA05,1248.0,Manual,27.39,1248.0,74.0,190.0,Red,DDiS Diesel Engine,4.0,4.0,DOHC,CRDi,Yes,No,3995.0,1745.0,1510.0,2520.0,985.0,1430.0,5.0,FWD,Power,Disc,Drum,170.0,12.93,"Tubeless,Radial",5.0,339.0,16.0,16.0
Petrol,Hatchback,22162.0,Manual,1.0,Maruti,Maruti Baleno,2019.0,3970.0,1.2 Alpha,802999.0,bangalore,2019.0,Zero Dep,5.0,KA05,1197.0,Manual,21.4,1197.0,83.1,115.0,Silver,VVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3995.0,1745.0,1510.0,2520.0,890.0,1340.0,5.0,FWD,Power,Disc,Drum,180.0,12.36,"Tubeless,Radial",5.0,339.0,16.0,16.0
Petrol,Hatchback,42233.0,Manual,2.0,Maruti,Maruti Swift,2016.0,10403.0,VXI,548000.0,bangalore,2016.0,Comprehensive,5.0,KA05,1197.0,Manual,22.38,1197.0,88.5,113.0,White,K Series Dual jet,4.0,4.0,Default,Default,Default,Default,3845.0,1735.0,1530.0,2450.0,23937.0,1335.0,5.0,RWD,Electric,Disc,Drum,172.0,12.9,"Radial, Tubeless",5.0,268.0,16.0,16.0
Petrol,Hatchback,20941.0,Manual,1.0,Hyundai,Hyundai Grand i10,2019.0,5604.0,1.2 Kappa Sportz BSIV,619000.0,bangalore,2019.0,Comprehensive,5.0,KA05,1197.0,Manual,18.9,1197.0,81.86,113.75,Others,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3765.0,1660.0,1520.0,2425.0,1120.0,1520.0,5.0,FWD,Power,Disc,Drum,165.0,12.9,Tubeless,5.0,256.0,16.0,16.0
Diesel,SUV,50000.0,Manual,2.0,Maruti,Maruti Vitara Brezza,2018.0,4303.0,ZDi Plus Dual Tone,1000000.0,bangalore,2018.0,Third Party insurance,5.0,KA04,1248.0,Manual,24.3,1248.0,88.5,200.0,Red,DDiS 200 Diesel Engine,4.0,4.0,DOHC,CRDi,Yes,No,3995.0,1790.0,1640.0,2500.0,1210.0,1680.0,5.0,FWD,Power,Ventilated Disc,Drum,172.0,12.36,"Tubeless,Radial",5.0,328.0,16.0,16.0
Diesel,SUV,90000.0,Manual,1.0,Ford,Ford Ecosport,2018.0,6094.0,1.5 Diesel Titanium Plus BSIV,975000.0,bangalore,2018.0,Comprehensive,5.0,KA51,1498.0,Manual,23.0,1498.0,98.96,205.0,Brown,TDCi Diesel Engine,4.0,4.0,SOHC,Direct Injection,Yes,No,3998.0,1765.0,1647.0,2519.0,1304.0,1690.0,5.0,FWD,Power,Ventilated Disc,Drum,172.0,12.9,"Tubeless,Radial",4.0,352.0,16.0,16.0
Petrol,Hatchback,50035.0,Manual,1.0,Maruti,Maruti Baleno,2017.0,3969.0,1.2 Zeta,699000.0,bangalore,2017.0,Third Party insurance,5.0,KA03,1197.0,Manual,21.4,1197.0,83.1,115.0,Blue,VVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3995.0,1745.0,1510.0,2520.0,880.0,1340.0,5.0,FWD,Power,Disc,Drum,180.0,12.36,"Tubeless,Radial",5.0,339.0,16.0,16.0
Petrol,SUV,80000.0,Manual,1.0,Tata,Tata Nexon,2021.0,7389.0,XZ Plus DualTone Roof (O),1150000.0,bangalore,2021.0,Third Party insurance,5.0,KA03,1199.0,Manual,17.57,1199.0,118.36,170.0,Gray,1.2l Turbocharged Revotron Engine,3.0,4.0,Default,Default,Yes,Default,3993.0,1811.0,1606.0,2498.0,1375.0,1520.0,6.0,FWD,Power,Disc,Drum,172.0,12.9,"Tubeless, Radial",5.0,350.0,16.0,16.0
Petrol,Hatchback,90000.0,Manual,2.0,Hyundai,Hyundai i20,2015.0,1606.0,Sportz Option 1.2,625000.0,bangalore,2015.0,Comprehensive,5.0,KA03,1197.0,Manual,18.6,1197.0,81.83,114.7,Maroon,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3985.0,1734.0,1505.0,2570.0,1066.0,1520.0,5.0,FWD,Power,Disc,Drum,170.0,13.2,Tubeless,5.0,295.0,16.0,16.0
Petrol,Sedan,25170.0,Manual,1.0,Maruti,Maruti Swift Dzire,2015.0,10246.0,ZXI,675000.0,bangalore,2015.0,Third Party,5.0,KA41,1197.0,Manual,22.41,1197.0,88.5,113.0,Blue,Default,4.0,4.0,Default,Default,Default,Default,3995.0,1735.0,1515.0,2450.0,28947.0,1335.0,5.0,FWD,Electric,Disc,Drum,172.0,12.9,"Tubeless, Radial",4.0,378.0,15.0,15.0
Diesel,Hatchback,100000.0,Manual,2.0,Maruti,Maruti Swift,2012.0,4200.0,RS VDI,420000.0,bangalore,2012.0,Third Party insurance,5.0,KA04,1248.0,Manual,22.9,1248.0,74.0,190.0,Others,DDiS Diesel Engine,4.0,4.0,DOHC,CRDI,Yes,No,3850.0,1695.0,1530.0,2430.0,1060.0,1505.0,5.0,FWD,Power,Ventilated Disc,Drum,158.0,13.75,"Tubeless,Radial",5.0,232.0,14.0,14.0
Diesel,SUV,93725.0,Manual,1.0,Maruti,Maruti SX4 S Cross,2016.0,4276.0,DDiS 200 Delta,750000.0,bangalore,2016.0,Comprehensive,5.0,KA04,1248.0,Manual,23.65,1248.0,88.5,200.0,Grey,DDiS 200 Diesel Engine,4.0,4.0,DOHC,Default,Yes,No,4300.0,1785.0,1595.0,2600.0,1220.0,1670.0,5.0,FWD,Power,Ventilated Disc,Solid Disc,160.0,13.5,"Tubeless,Radial",5.0,353.0,16.0,16.0
Petrol,Sedan,43469.0,Manual,1.0,Maruti,Maruti Swift Dzire,2015.0,10246.0,ZXI,645000.0,bangalore,2016.0,Zero Dep,5.0,KA52,1197.0,Manual,22.41,1197.0,88.5,113.0,Red,Default,4.0,4.0,Default,Default,Default,Default,3995.0,1735.0,1515.0,2450.0,28947.0,1335.0,5.0,FWD,Electric,Disc,Drum,172.0,12.9,"Tubeless, Radial",4.0,378.0,15.0,15.0
Petrol,Hatchback,40771.0,Manual,2.0,Volkswagen,Volkswagen Polo,2021.0,7745.0,1.0 TSI Highline Plus,999000.0,bangalore,2021.0,Third Party,5.0,KA19,999.0,Manual,18.24,999.0,108.62,175.0,Silver,1.0L TSI Petrol,3.0,4.0,DOHC,TSI,Yes,No,3971.0,1682.0,1469.0,2470.0,1072.0,1530.0,6.0,FWD,Electronic,Disc,Drum,172.0,12.9,"Tubeless,Radial",5.0,280.0,16.0,16.0
Petrol,Hatchback,28000.0,Manual,1.0,Honda,Honda Jazz,2018.0,1341.0,1.2 VX i VTEC,825000.0,bangalore,2018.0,Comprehensive,5.0,KA55,1199.0,Manual,18.7,1199.0,88.7,110.0,Silver,i-VTEC Petrol Engine,4.0,4.0,SOHC,PGM - Fi,No,No,3955.0,1694.0,1544.0,2530.0,1042.0,1520.0,5.0,FWD,Power,Disc,Drum,172.0,13.7,"Tubeless,Radial",5.0,354.0,15.0,15.0
Petrol,SUV,26000.0,Automatic,1.0,Hyundai,Hyundai Venue,2020.0,7681.0,SX Plus Turbo DCT,1295000.0,bangalore,2020.0,Comprehensive,5.0,KA03,998.0,Automatic,18.15,998.0,118.35,172.0,White,Kappa 1.0 L Turbo GDi Petrol,3.0,4.0,Default,GDi,Yes,Default,3995.0,1770.0,1605.0,2500.0,1440.0,1520.0,7.0,FWD,Electric,Disc,Drum,172.0,12.9,Radial,5.0,350.0,16.0,16.0
Petrol,Hatchback,76032.0,Manual,1.0,Maruti,Maruti Wagon R,2012.0,4350.0,VXI BS IV,329000.0,bangalore,2012.0,Comprehensive,5.0,KA04,998.0,Manual,18.9,998.0,67.1,90.0,Silver,K Series Petrol Engine,3.0,4.0,Default,MPFI,No,No,3595.0,1495.0,1700.0,2400.0,885.0,1350.0,5.0,FWD,Power,Ventilated Disc,Drum,172.0,12.9,"Tubeless, Radial",4.0,350.0,14.0,14.0
Diesel,SUV,65812.0,Manual,2.0,Hyundai,Hyundai Venue,2020.0,7687.0,SX Opt Diesel,1026000.0,bangalore,2020.0,Third Party,5.0,KA17,1493.0,Manual,23.7,1493.0,98.6,240.26,White,U2 CRDi Diesel,4.0,4.0,Default,CRDi,Yes,Default,3995.0,1770.0,1605.0,2500.0,1260.0,1520.0,6.0,FWD,Electric,Disc,Drum,172.0,12.9,Radial,5.0,350.0,16.0,16.0
Petrol,Hatchback,39959.0,Manual,1.0,Maruti,Maruti Baleno,2016.0,3969.0,1.2 Zeta,681000.0,bangalore,2016.0,Zero Dep,5.0,KA01,1197.0,Manual,21.4,1197.0,83.1,115.0,Orange,VVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3995.0,1745.0,1510.0,2520.0,880.0,1340.0,5.0,FWD,Power,Disc,Drum,180.0,12.36,"Tubeless,Radial",5.0,339.0,16.0,16.0
Petrol,Hatchback,65484.0,Manual,3.0,Maruti,Maruti Alto K10,2016.0,10332.0,VXI,318000.0,bangalore,2017.0,Third Party insurance,5.0,KA50,998.0,Manual,24.39,998.0,65.71,89.0,Others,K10C,3.0,4.0,Default,Default,Default,Default,3530.0,1490.0,1520.0,2380.0,755.0,1520.0,5.0,FWD,Power,Disc,Drum,172.0,12.9,"Tubeless, Radial",5.0,214.0,16.0,16.0
Petrol,Hatchback,49174.0,Manual,1.0,Maruti,Maruti Baleno,2017.0,3969.0,1.2 Zeta,688000.0,bangalore,2017.0,Comprehensive,5.0,KA03,1197.0,Manual,21.4,1197.0,83.1,115.0,Red,VVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3995.0,1745.0,1510.0,2520.0,880.0,1340.0,5.0,FWD,Power,Disc,Drum,180.0,12.36,"Tubeless,Radial",5.0,339.0,16.0,16.0
Petrol,SUV,20000.0,Manual,1.0,Volkswagen,Volkswagen Taigun,2022.0,1981.0,1.0 TSI Comfortline BSVI,1300000.0,bangalore,2022.0,Third Party insurance,5.0,KA03,999.0,Manual,20.08,999.0,113.98,178.0,Red,1.0L TSI,3.0,4.0,Default,TSI,Yes,Default,4221.0,1760.0,1612.0,2651.0,1205.0,1650.0,6.0,FWD,Electric,Disc,Drum,172.0,12.9,"Tubeless,Radial",5.0,385.0,16.0,16.0
Petrol,Sedan,40000.0,Automatic,2.0,Maruti,Maruti Swift Dzire,2018.0,5826.0,AMT ZXI Plus BS IV,645000.0,bangalore,2018.0,Third Party insurance,5.0,KA01,1197.0,Automatic,22.0,1197.0,81.8,113.0,Others,K Series VVT Engine,4.0,4.0,DOHC,MPFI,No,No,3995.0,1735.0,1515.0,2450.0,895.0,1315.0,5.0,FWD,Electric,Ventilated Disc,Drum,172.0,12.6,"Tubeless,Radial",4.0,378.0,15.0,15.0
Petrol,Hatchback,80000.0,Manual,1.0,Maruti,Maruti Swift,2020.0,7085.0,ZXI,620000.0,bangalore,2020.0,Third Party insurance,5.0,KA03,1197.0,Manual,21.21,1197.0,81.8,113.0,Others,VTVT Engine,4.0,4.0,DOHC,MPFi,No,No,3840.0,1735.0,1530.0,2450.0,3917.0,1315.0,5.0,FWD,Electric,Disc,Drum,172.0,12.71,Tubeless,5.0,268.0,15.0,15.0
Petrol,SUV,20000.0,Manual,1.0,MG,MG Astor,2022.0,8644.0,Sharp BSVI,1470000.0,bangalore,2022.0,Third Party insurance,5.0,KA02,1498.0,Manual,15.43,1498.0,108.49,144.0,Others,VTi-TECH,4.0,4.0,Default,Default,No,Default,4323.0,1809.0,1650.0,2585.0,1450.0,1520.0,5.0,FWD,Electronic,Disc,Disc,172.0,12.9,"Tubeless,Radial",5.0,350.0,17.0,17.0
Petrol,Hatchback,40000.0,Manual,1.0,Renault,Renault KWID,2020.0,7435.0,Climber 1.0 MT Opt,415000.0,bangalore,2020.0,Third Party insurance,5.0,KA04,999.0,Manual,21.74,999.0,67.0,91.0,Blue,Petrol Engine,3.0,4.0,DOHC,MPFi,No,No,3731.0,1579.0,1490.0,2422.0,745.0,1520.0,5.0,FWD,Electric,Disc,Drum,172.0,12.9,"Tubeless,Radial",5.0,279.0,16.0,16.0
Petrol,Hatchback,63797.0,Manual,1.0,Honda,Honda Jazz,2016.0,1339.0,1.2 V i VTEC,610000.0,bangalore,2016.0,Comprehensive,5.0,KA41,1199.0,Manual,18.7,1199.0,88.7,110.0,Brown,i-VTEC Petrol Engine,4.0,4.0,SOHC,PGM - Fi,No,No,3955.0,1694.0,1544.0,2530.0,1044.0,1520.0,5.0,FWD,Power,Disc,Drum,172.0,13.7,"Tubeless,Radial",5.0,354.0,15.0,15.0
Petrol,Hatchback,60216.0,Manual,2.0,Hyundai,Hyundai Grand i10,2018.0,5602.0,1.2 Kappa Magna BSIV,560000.0,bangalore,2018.0,Comprehensive,5.0,KA06,1197.0,Manual,18.9,1197.0,81.86,113.75,Red,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3765.0,1660.0,1520.0,2425.0,1100.0,1520.0,5.0,FWD,Power,Disc,Drum,165.0,12.9,Tubeless,5.0,256.0,16.0,16.0
Petrol,Hatchback,38153.0,Manual,1.0,Maruti,Maruti Baleno,2016.0,3969.0,1.2 Zeta,686000.0,bangalore,2016.0,Comprehensive,5.0,KA03,1197.0,Manual,21.4,1197.0,83.1,115.0,Silver,VVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3995.0,1745.0,1510.0,2520.0,880.0,1340.0,5.0,FWD,Power,Disc,Drum,180.0,12.36,"Tubeless,Radial",5.0,339.0,16.0,16.0
